order_id,user_id,product_id,timestamp,quantity,total_amount,payment
O003809,U01739,P0431,2025-10-20 01:13:33.538918,3,70.2,花呗
O003810,U01144,P0366,2025-06-17 09:50:13.982890,1,39.83,花呗
O003811,U01548,P0486,2025-03-02 08:27:55.065279,2,13.92,微信
O003812,U01769,P0445,2025-05-22 23:27:19.574130,1,52.31,银行卡
O003813,U01172,P0200,2025-06-07 12:47:31.991147,3,151.59,微信
O003814,U00526,P0453,2025-12-27 12:40:45.326638,1,129.3,支付宝
O003815,U01591,P0087,2025-03-08 04:05:10.162881,1,32.63,支付宝
O003816,U00285,P0449,2025-10-31 21:16:02.032950,1,164.07,微信
O003817,U00366,P0458,2025-07-20 03:31:43.306983,1,17.54,微信
O003818,U01861,P0086,2025-11-22 15:15:05.319656,2,476.18,支付宝
O003819,U00684,P0179,2025-04-29 19:36:28.391233,1,213.87,支付宝
O003820,U00824,P0220,2025-03-27 21:50:23.448030,2,257.52,银行卡
O003821,U01379,P0473,2025-02-08 13:47:42.219441,1,64.33,花呗
O003822,U01023,P0382,2025-11-12 16:31:37.086098,2,54.2,微信
O003823,U00733,P0303,2025-02-19 14:03:57.468790,1,177.51,银行卡
O003824,U01334,P0024,2025-05-15 02:02:38.539326,2,78.24,支付宝
O003825,U01595,P0449,2025-07-31 11:39:03.250413,3,492.21,支付宝
O003826,U01990,P0227,2025-04-06 02:34:00.827849,1,36.36,支付宝
O003827,U00698,P0255,2025-08-17 18:00:20.139077,1,95.86,微信
O003828,U01484,P0110,2025-06-15 14:29:18.997176,1,9.74,微信
O003829,U00909,P0166,2025-12-05 14:21:03.792163,2,62.96,支付宝
O003830,U00693,P0093,2025-07-25 07:12:58.248742,1,9.86,微信
O003831,U01789,P0091,2025-05-30 11:02:34.570423,2,805.1,微信
O003832,U00706,P0321,2025-11-05 15:45:37.828438,3,15.0,花呗
O003833,U01616,P0198,2025-03-05 02:09:50.686612,1,43.74,支付宝
O003834,U01680,P0489,2025-11-05 04:17:16.299281,2,10.0,支付宝
O003835,U00316,P0083,2025-11-07 20:16:18.109862,1,35.95,支付宝
O003836,U00792,P0173,2025-07-25 23:15:17.805998,2,135.74,支付宝
O003837,U00818,P0279,2025-09-24 13:34:04.868958,1,48.35,微信
O003838,U01024,P0081,2025-06-05 06:27:56.371608,1,44.47,支付宝
O003839,U01779,P0302,2025-07-30 07:07:05.898869,1,44.68,花呗
O003840,U01447,P0324,2025-06-02 14:50:43.090739,3,77.16,微信
O003841,U01753,P0482,2025-06-06 21:30:41.927703,3,793.14,支付宝
O003842,U00945,P0486,2025-06-21 02:55:39.063861,1,6.96,花呗
O003843,U01712,P0177,2025-01-19 02:50:28.102967,1,10.05,微信
O003844,U00965,P0271,2025-06-12 04:28:28.769494,1,51.16,支付宝
O003845,U01952,P0494,2025-04-16 16:39:56.133590,1,19.4,支付宝
O003846,U00987,P0499,2025-05-22 15:18:20.098130,2,57.1,微信
O003847,U00241,P0330,2025-09-11 13:43:21.553094,1,87.01,支付宝
O003848,U00733,P0029,2025-10-05 21:21:50.284073,1,38.25,银行卡
O003849,U00547,P0473,2025-10-23 03:27:24.184132,1,64.33,支付宝
O003850,U01365,P0080,2025-10-25 12:57:22.833772,1,90.54,支付宝
O003851,U01323,P0344,2025-04-13 20:59:24.237220,3,237.45,支付宝
O003852,U00459,P0163,2025-11-01 19:23:29.306715,2,76.56,微信
O003853,U00186,P0470,2025-07-10 04:22:19.309444,1,49.97,支付宝
O003854,U01164,P0376,2025-11-03 06:01:27.705939,3,57.93,微信
O003855,U01478,P0334,2025-08-27 20:15:15.345292,1,10.18,银行卡
O003856,U01005,P0230,2025-07-18 18:03:07.121831,1,11.14,微信
O003857,U01989,P0254,2025-02-21 14:31:22.204374,1,66.95,银行卡
O003858,U01888,P0028,2025-11-07 14:25:44.255688,3,198.18,支付宝
O003859,U00268,P0274,2025-08-08 17:34:15.431434,2,160.6,支付宝
O003860,U00280,P0033,2025-01-03 02:10:47.426606,2,329.78,支付宝
O003861,U00069,P0387,2025-05-17 23:11:44.562757,1,16.98,银行卡
O003862,U00021,P0139,2025-08-02 19:10:06.441633,3,134.16,支付宝
O003863,U01407,P0223,2025-05-31 04:37:07.661746,2,466.32,微信
O003864,U01853,P0345,2025-06-03 05:34:26.550555,2,129.36,花呗
O003865,U00684,P0045,2025-11-04 00:19:46.361609,3,34.05,支付宝
O003866,U01660,P0385,2025-04-14 08:53:02.680353,1,260.86,支付宝
O003867,U00442,P0296,2025-07-28 02:24:15.438934,2,14.86,支付宝
O003868,U01765,P0385,2025-11-04 09:26:12.319403,1,260.86,银行卡
O003869,U00161,P0358,2025-08-14 02:26:12.574413,1,100.73,花呗
O003870,U01346,P0480,2025-07-30 00:30:43.746381,1,78.04,支付宝
O003871,U01355,P0267,2025-02-11 01:14:33.703145,2,338.52,微信
O003872,U00107,P0456,2025-11-07 22:04:35.197867,3,252.63,微信
O003873,U01613,P0417,2025-05-18 11:45:07.977566,1,52.54,花呗
O003874,U00257,P0050,2025-06-05 14:52:21.861995,1,15.81,微信
O003875,U01040,P0177,2025-06-06 09:07:52.144022,2,20.1,微信
O003876,U01574,P0353,2025-08-14 06:56:42.129929,1,11.69,支付宝
O003877,U00871,P0005,2025-09-29 21:17:41.963899,3,128.79,微信
O003878,U01152,P0183,2025-07-05 13:29:53.158842,3,50.94,支付宝
O003879,U01192,P0102,2025-12-28 10:21:22.753927,2,193.46,银行卡
O003880,U01753,P0142,2025-10-21 17:38:03.229053,2,22.84,微信
O003881,U00125,P0333,2025-04-27 10:15:34.771969,2,363.42,支付宝
O003882,U00823,P0425,2025-08-13 19:45:26.968592,2,91.34,微信
O003883,U01975,P0368,2025-11-02 04:00:57.306198,1,43.81,花呗
O003884,U01361,P0176,2025-02-09 21:44:07.446891,1,13.38,银行卡
O003885,U00039,P0117,2025-04-01 17:28:53.889277,1,98.01,支付宝
O003886,U00868,P0285,2025-11-04 14:01:54.819982,1,17.2,微信
O003887,U00311,P0256,2025-03-21 12:35:36.579312,2,94.14,银行卡
O003888,U01661,P0364,2025-09-25 02:41:35.579591,1,67.3,微信
O003889,U01527,P0139,2025-11-29 15:05:53.921440,1,44.72,支付宝
O003890,U01713,P0237,2025-11-10 15:53:43.334117,2,83.54,微信
O003891,U00051,P0205,2025-10-19 01:07:52.108014,1,113.83,花呗
O003892,U00616,P0443,2025-04-16 23:15:00.028242,1,163.57,支付宝
O003893,U01978,P0248,2025-06-27 12:49:07.093788,2,105.96,微信
O003894,U00529,P0004,2025-06-14 00:39:56.757846,1,47.14,支付宝
O003895,U01295,P0330,2025-07-07 16:37:42.841346,1,87.01,微信
O003896,U01576,P0065,2025-09-13 07:30:31.237195,2,39.12,微信
O003897,U00465,P0177,2025-11-01 09:29:25.964323,3,30.15,支付宝
O003898,U00479,P0118,2025-12-30 20:42:30.300028,1,100.65,微信
O003899,U00307,P0181,2025-02-25 13:56:54.190574,2,66.08,支付宝
O003900,U01206,P0351,2025-03-24 22:22:27.734121,1,46.71,花呗
O003901,U00457,P0136,2025-04-08 18:41:11.690402,2,140.06,银行卡
O003902,U01469,P0260,2025-01-05 22:58:16.925174,1,68.63,微信
O003903,U00513,P0299,2025-09-01 12:30:19.420865,1,32.3,支付宝
O003904,U01295,P0025,2025-12-15 04:47:55.049636,3,109.2,支付宝
O003905,U00901,P0125,2025-11-13 04:12:49.822807,1,533.93,支付宝
O003906,U00006,P0337,2025-01-03 08:30:33.958982,2,232.94,花呗
O003907,U00941,P0154,2025-07-21 23:46:16.985854,1,16.58,支付宝
O003908,U00398,P0044,2025-08-30 10:38:28.015928,3,184.98,支付宝
O003909,U00173,P0419,2025-06-15 03:04:33.079770,3,91.65,支付宝
O003910,U01246,P0063,2025-07-27 22:48:28.532546,1,216.49,微信
O003911,U00730,P0294,2025-06-08 07:30:55.134215,1,101.94,支付宝
O003912,U01966,P0064,2025-03-24 11:02:37.879562,2,114.08,花呗
O003913,U00787,P0424,2025-01-10 00:30:21.382825,1,52.18,支付宝
O003914,U00319,P0396,2025-02-21 23:25:05.980938,2,180.78,银行卡
O003915,U01904,P0263,2025-09-03 04:34:22.992782,1,118.47,支付宝
O003916,U00728,P0201,2025-06-16 00:01:00.744880,1,6.71,银行卡
O003917,U01090,P0080,2025-02-21 19:19:21.288466,1,90.54,银行卡
O003918,U01032,P0334,2025-01-25 21:07:06.175399,1,10.18,支付宝
O003919,U00792,P0479,2025-04-17 07:46:16.889535,2,204.68,花呗
O003920,U01144,P0349,2025-04-12 19:49:58.659699,1,393.03,花呗
O003921,U00925,P0344,2025-06-08 20:05:55.662298,3,237.45,支付宝
O003922,U00937,P0181,2025-06-13 02:26:10.071130,1,33.04,支付宝
O003923,U01266,P0491,2025-06-02 13:18:22.323277,1,176.82,微信
O003924,U01110,P0250,2025-09-24 16:09:23.976035,2,88.72,银行卡
O003925,U01046,P0006,2025-09-06 21:18:48.974513,3,68.49,微信
O003926,U01282,P0221,2025-11-22 09:51:12.755885,2,421.14,支付宝
O003927,U01885,P0478,2025-07-08 11:15:07.733563,1,27.8,微信
O003928,U01260,P0090,2025-08-09 04:19:42.561785,1,12.94,银行卡
O003929,U01001,P0385,2025-12-20 15:47:21.991866,1,260.86,花呗
O003930,U00977,P0178,2025-11-05 10:46:27.473275,1,120.99,银行卡
O003931,U00753,P0030,2025-10-26 18:10:53.737372,3,236.67,银行卡
O003932,U00968,P0379,2025-11-19 06:47:25.625868,1,26.52,支付宝
O003933,U01436,P0356,2025-05-12 10:50:11.847272,3,244.14,微信
O003934,U01682,P0120,2025-12-22 11:24:29.206298,2,374.86,微信
O003935,U01587,P0096,2025-05-01 10:40:11.325072,2,73.4,微信
O003936,U01586,P0443,2025-09-21 09:56:21.797750,1,163.57,支付宝
O003937,U01011,P0340,2025-05-30 05:34:46.564441,2,238.56,花呗
O003938,U00357,P0121,2025-12-24 10:14:46.745337,3,1543.56,微信
O003939,U00812,P0064,2025-11-07 05:11:50.213838,2,114.08,支付宝
O003940,U00795,P0180,2025-06-17 20:52:45.529260,1,43.61,微信
O003941,U01064,P0350,2025-10-22 17:56:18.269634,3,112.56,支付宝
O003942,U00079,P0223,2025-09-28 08:41:57.755002,1,233.16,花呗
O003943,U00302,P0045,2025-11-22 21:20:39.779460,2,22.7,支付宝
O003944,U01561,P0278,2025-06-04 06:51:15.574596,1,15.98,支付宝
O003945,U01077,P0169,2025-06-17 02:08:56.852505,2,52.86,支付宝
O003946,U00847,P0097,2025-02-05 20:59:52.835037,1,77.52,花呗
O003947,U00230,P0008,2025-03-11 08:36:24.169374,1,102.62,银行卡
O003948,U01838,P0033,2025-04-27 20:10:20.400888,1,164.89,花呗
O003949,U01440,P0154,2025-02-20 23:34:12.377869,2,33.16,花呗
O003950,U00290,P0192,2025-12-25 10:30:27.856841,1,54.86,支付宝
O003951,U00349,P0290,2025-09-16 10:09:08.937872,1,78.62,花呗
O003952,U00043,P0281,2025-11-05 07:48:56.112196,1,235.34,银行卡
O003953,U01459,P0442,2025-10-13 03:51:11.233228,1,23.42,花呗
O003954,U01176,P0260,2025-02-13 13:26:18.770182,2,137.26,支付宝
O003955,U01043,P0029,2025-09-05 14:28:10.332894,1,38.25,支付宝
O003956,U00839,P0300,2025-06-09 17:39:48.114898,2,163.7,支付宝
O003957,U00234,P0488,2025-06-13 05:43:45.589590,2,169.88,微信
O003958,U00748,P0006,2025-06-14 08:03:35.770248,1,22.83,支付宝
O003959,U01253,P0416,2025-08-08 22:50:55.771027,3,15.0,微信
O003960,U01672,P0437,2025-09-26 14:29:42.980626,1,102.25,银行卡
O003961,U00879,P0337,2025-07-13 02:18:34.422066,1,116.47,银行卡
O003962,U00731,P0478,2025-11-15 17:44:59.692920,2,55.6,银行卡
O003963,U01835,P0477,2025-10-25 08:45:58.711225,3,71.28,花呗
O003964,U00293,P0247,2025-07-21 04:43:49.605034,3,192.9,花呗
O003965,U00119,P0153,2025-06-04 22:08:36.213692,1,27.32,微信
O003966,U00390,P0500,2025-03-23 14:01:20.747488,1,68.81,微信
O003967,U01355,P0370,2025-12-03 06:16:55.458199,2,75.32,微信
O003968,U00921,P0202,2025-03-31 05:14:05.476321,1,45.38,支付宝
O003969,U00546,P0176,2025-10-15 16:59:59.430139,2,26.76,支付宝
O003970,U00143,P0222,2025-01-08 04:51:19.302091,1,640.15,微信
O003971,U01042,P0023,2025-05-26 22:28:43.916710,2,231.82,微信
O003972,U00110,P0215,2025-06-02 14:06:18.975977,1,109.26,微信
O003973,U01308,P0110,2025-06-09 21:21:35.913934,1,9.74,银行卡
O003974,U01781,P0011,2025-05-21 21:11:42.655688,2,159.5,支付宝
O003975,U00004,P0008,2025-07-15 21:26:19.279866,2,205.24,支付宝
O003976,U01165,P0282,2025-02-12 20:19:17.925616,1,54.73,微信
O003977,U00971,P0074,2025-03-22 04:39:33.795244,1,24.93,银行卡
O003978,U01860,P0257,2025-07-10 22:09:37.662743,1,9.44,支付宝
O003979,U00933,P0407,2025-03-18 16:32:47.636840,2,162.4,支付宝
O003980,U01181,P0323,2025-01-19 16:31:11.951655,1,105.01,花呗
O003981,U00234,P0180,2025-11-10 12:51:03.460351,1,43.61,银行卡
O003982,U00147,P0353,2025-02-27 20:20:09.171381,1,11.69,支付宝
O003983,U01092,P0183,2025-03-21 02:44:36.859718,1,16.98,银行卡
O003984,U01656,P0100,2025-04-10 22:19:52.715786,1,34.73,微信
O003985,U01825,P0455,2025-05-01 00:25:19.735213,3,666.48,支付宝
O003986,U01563,P0342,2025-06-25 09:18:26.048549,2,155.98,微信
O003987,U01087,P0011,2025-05-10 00:28:05.631998,2,159.5,微信
O003988,U00102,P0322,2025-11-20 14:06:32.489114,2,53.28,微信
O003989,U00120,P0347,2025-12-04 06:09:36.576215,2,34.66,支付宝
O003990,U00900,P0275,2025-09-15 08:24:15.241843,2,206.9,花呗
O003991,U01084,P0483,2025-02-27 20:12:52.001097,1,25.57,微信
O003992,U01216,P0442,2025-09-25 06:47:54.964096,2,46.84,银行卡
O003993,U00025,P0390,2025-10-15 23:25:27.953165,1,17.42,微信
O003994,U00695,P0206,2025-05-31 15:47:58.769857,2,25.3,支付宝
O003995,U00460,P0143,2025-12-06 22:47:19.455824,2,35.1,银行卡
O003996,U01602,P0360,2025-06-25 14:55:13.895530,1,31.98,微信
O003997,U00431,P0479,2025-10-10 22:21:28.394392,1,102.34,支付宝
O003998,U01289,P0256,2025-05-25 01:54:38.944926,1,47.07,支付宝
O003999,U01940,P0283,2025-06-05 18:02:27.264205,2,167.12,支付宝
O004000,U01936,P0316,2025-09-22 00:32:01.709206,1,335.49,微信
O004001,U01755,P0188,2025-10-12 20:56:30.009980,1,148.75,花呗
O004002,U01667,P0090,2025-02-23 05:36:29.407225,2,25.88,微信
O004003,U01962,P0333,2025-02-04 00:06:43.932591,1,181.71,支付宝
O004004,U01193,P0102,2025-05-27 11:47:51.656706,1,96.73,花呗
O004005,U00291,P0463,2025-11-30 05:22:21.892134,2,123.2,支付宝
O004006,U01924,P0288,2025-01-03 10:59:21.954478,3,1287.78,花呗
O004007,U01961,P0087,2025-01-26 14:02:33.157178,2,65.26,微信
O004008,U01185,P0052,2025-10-26 10:03:41.641555,1,36.09,支付宝
O004009,U00981,P0349,2025-08-11 04:20:23.224859,3,1179.09,微信
O004010,U01836,P0174,2025-03-01 08:24:35.165507,2,1226.04,银行卡
O004011,U00484,P0156,2025-11-13 00:10:53.163226,1,75.04,支付宝
O004012,U01926,P0003,2025-06-29 11:17:30.881627,2,110.24,银行卡
O004013,U00872,P0337,2025-08-04 18:17:29.493859,1,116.47,花呗
O004014,U01702,P0159,2025-08-17 22:14:54.999213,2,27.84,微信
O004015,U01959,P0173,2025-05-01 21:10:06.509707,1,67.87,微信
O004016,U01813,P0404,2025-08-21 11:36:41.529287,1,18.15,微信
O004017,U00217,P0002,2025-11-10 02:41:28.722870,2,70.66,微信
O004018,U01324,P0247,2025-09-12 15:02:26.113968,1,64.3,支付宝
O004019,U00137,P0043,2025-04-23 22:29:49.915149,2,310.08,微信
O004020,U01237,P0140,2025-05-21 12:29:29.366253,2,116.28,花呗
O004021,U01039,P0188,2025-05-05 01:39:17.956319,1,148.75,微信
O004022,U01302,P0260,2025-04-01 19:06:37.001566,1,68.63,花呗
O004023,U01819,P0159,2025-08-31 11:18:40.135063,2,27.84,支付宝
O004024,U00186,P0006,2025-03-11 03:21:40.508854,3,68.49,花呗
O004025,U01928,P0191,2025-11-01 02:12:24.090732,3,212.22,支付宝
O004026,U01109,P0452,2025-08-05 13:12:47.060226,3,228.45,微信
O004027,U00956,P0493,2025-10-12 17:56:51.051259,1,490.83,支付宝
O004028,U00233,P0027,2025-12-18 19:14:17.858510,2,56.7,微信
O004029,U00711,P0216,2025-05-06 10:55:29.558445,3,329.79,支付宝
O004030,U00930,P0003,2025-09-10 13:37:01.080451,1,55.12,花呗
O004031,U00674,P0078,2025-03-07 21:24:01.394730,1,41.74,支付宝
O004032,U00265,P0345,2025-11-12 19:52:42.994918,1,64.68,微信
O004033,U00158,P0394,2025-05-21 11:36:48.701006,1,25.02,银行卡
O004034,U00541,P0412,2025-11-08 11:57:24.846584,1,124.22,花呗
O004035,U00128,P0487,2025-01-01 20:50:58.998979,3,29.73,银行卡
O004036,U00806,P0451,2025-10-05 22:08:38.599723,3,1166.52,花呗
O004037,U01769,P0152,2025-06-03 19:31:15.613283,3,1388.85,支付宝
O004038,U00715,P0391,2025-05-30 11:58:12.620900,2,34.06,银行卡
O004039,U00457,P0336,2025-10-02 02:39:15.977740,2,32.58,银行卡
O004040,U00634,P0122,2025-08-11 08:50:09.671705,2,36.72,银行卡
O004041,U00089,P0425,2025-01-09 16:31:42.252489,2,91.34,支付宝
O004042,U01601,P0319,2025-10-23 17:23:40.109462,1,56.16,微信
O004043,U00523,P0316,2025-03-07 17:36:03.141649,1,335.49,微信
O004044,U00576,P0286,2025-01-18 21:49:40.850456,1,15.13,支付宝
O004045,U01992,P0236,2025-06-07 10:21:38.637116,1,144.88,支付宝
O004046,U01632,P0052,2025-10-23 08:44:47.074149,1,36.09,银行卡
O004047,U00287,P0336,2025-12-23 07:31:20.734224,1,16.29,微信
O004048,U00033,P0184,2025-02-23 21:55:39.691949,1,170.09,银行卡
O004049,U01091,P0067,2025-04-06 06:10:37.385918,1,98.96,微信
O004050,U00522,P0209,2025-01-29 08:18:46.261636,3,121.86,支付宝
O004051,U00614,P0440,2025-09-17 02:11:07.459630,1,24.01,支付宝
O004052,U00381,P0430,2025-12-18 18:54:52.467058,1,63.83,银行卡
O004053,U00080,P0325,2025-11-28 22:43:23.816793,1,96.17,微信
O004054,U01307,P0065,2025-02-14 23:03:49.605841,1,19.56,微信
O004055,U00881,P0365,2025-07-02 07:03:37.555238,3,104.88,银行卡
O004056,U01057,P0200,2025-05-11 02:13:40.280133,1,50.53,花呗
O004057,U00937,P0413,2025-04-29 14:22:51.442614,3,704.19,银行卡
O004058,U00233,P0179,2025-11-19 08:36:48.883558,1,213.87,支付宝
O004059,U01614,P0332,2025-03-04 18:41:08.428051,3,190.2,支付宝
O004060,U01197,P0396,2025-11-28 02:44:29.099216,1,90.39,支付宝
O004061,U01786,P0137,2025-03-17 00:00:14.927985,2,98.28,微信
O004062,U00195,P0477,2025-08-12 19:53:44.582962,1,23.76,微信
O004063,U01342,P0119,2025-03-11 15:30:45.837181,1,26.67,微信
O004064,U00053,P0393,2025-06-14 00:02:51.850318,1,13.26,微信
O004065,U01931,P0256,2025-07-28 02:36:56.120442,1,47.07,微信
O004066,U00261,P0101,2025-01-02 11:34:59.777419,3,237.66,支付宝
O004067,U01114,P0404,2025-06-28 23:23:34.465223,1,18.15,微信
O004068,U00616,P0310,2025-10-17 05:25:58.458562,2,44.96,银行卡
O004069,U00578,P0313,2025-06-06 11:53:09.762454,1,88.26,微信
O004070,U00417,P0114,2025-12-04 04:58:44.466372,1,136.72,银行卡
O004071,U00629,P0268,2025-03-29 12:52:20.993196,2,34.82,支付宝
O004072,U01473,P0486,2025-10-08 16:18:01.552834,2,13.92,花呗
O004073,U01903,P0399,2025-10-20 09:24:45.425754,3,101.04,银行卡
O004074,U01987,P0352,2025-08-12 18:25:52.448737,1,191.92,银行卡
O004075,U01545,P0169,2025-04-13 09:49:56.503481,2,52.86,支付宝
O004076,U00887,P0427,2025-09-18 01:01:53.122985,2,65.36,微信
O004077,U01496,P0413,2025-04-22 14:39:19.135438,2,469.46,微信
O004078,U00278,P0087,2025-05-26 07:15:18.728950,3,97.89,支付宝
O004079,U01932,P0064,2025-03-04 09:06:20.534196,2,114.08,微信
O004080,U00905,P0305,2025-09-19 21:53:30.200438,1,62.22,花呗
O004081,U00470,P0006,2025-07-27 06:43:59.024984,2,45.66,银行卡
O004082,U01977,P0394,2025-07-15 00:37:11.222650,2,50.04,支付宝
O004083,U00132,P0196,2025-10-17 12:12:06.421926,2,147.76,花呗
O004084,U01863,P0200,2025-06-04 19:15:27.522044,1,50.53,微信
O004085,U00290,P0356,2025-08-03 07:45:25.799548,1,81.38,支付宝
O004086,U00382,P0037,2025-04-14 09:04:39.763329,2,20.54,微信
O004087,U01855,P0403,2025-03-08 22:17:12.266574,2,58.92,支付宝
O004088,U00590,P0097,2025-06-08 15:05:56.012330,1,77.52,微信
O004089,U00366,P0134,2025-11-06 14:52:51.196722,1,159.34,银行卡
O004090,U01759,P0100,2025-03-22 15:11:25.841458,3,104.19,支付宝
O004091,U00579,P0309,2025-03-25 03:57:45.395179,2,28.56,微信
O004092,U01939,P0213,2025-06-14 15:20:50.394504,2,112.28,支付宝
O004093,U00540,P0380,2025-11-02 08:35:24.017969,2,291.84,微信
O004094,U01020,P0179,2025-01-22 07:16:19.879262,1,213.87,微信
O004095,U00593,P0450,2025-09-15 18:45:53.384861,2,530.08,微信
O004096,U00740,P0124,2025-05-13 22:06:25.386030,1,76.48,微信
O004097,U00845,P0336,2025-06-15 21:50:49.051136,2,32.58,支付宝
O004098,U00771,P0081,2025-06-22 02:36:19.876606,1,44.47,微信
O004099,U00889,P0122,2025-08-07 01:30:40.225750,1,18.36,花呗
O004100,U01255,P0342,2025-06-10 20:26:46.024370,3,233.97,微信
O004101,U01640,P0036,2025-09-19 19:39:40.502367,2,166.2,银行卡
O004102,U01782,P0189,2025-07-21 08:35:18.579727,3,294.84,银行卡
O004103,U00329,P0228,2025-09-08 03:33:42.574672,3,146.22,支付宝
O004104,U01331,P0163,2025-09-29 06:05:37.880895,2,76.56,支付宝
O004105,U00449,P0281,2025-07-18 05:02:49.049892,1,235.34,支付宝
O004106,U00649,P0175,2025-12-29 02:33:43.549124,1,395.7,花呗
O004107,U00626,P0162,2025-11-06 09:14:04.930957,2,116.34,微信
O004108,U00594,P0417,2025-01-13 16:36:14.281678,1,52.54,微信
O004109,U00694,P0468,2025-10-11 04:17:09.276036,1,20.74,银行卡
O004110,U01946,P0026,2025-01-19 18:17:32.257881,1,88.85,银行卡
O004111,U00617,P0417,2025-08-02 03:31:45.542282,1,52.54,银行卡
O004112,U00051,P0321,2025-10-07 00:17:22.806360,1,5.0,银行卡
O004113,U01487,P0379,2025-11-26 23:38:55.160817,2,53.04,银行卡
O004114,U01937,P0361,2025-10-22 08:43:41.510271,2,212.14,银行卡
O004115,U01082,P0366,2025-12-21 18:33:30.923529,2,79.66,银行卡
O004116,U01595,P0358,2025-02-17 08:45:45.629844,2,201.46,微信
O004117,U00419,P0046,2025-03-08 15:35:59.581648,3,212.7,支付宝
O004118,U01954,P0366,2025-07-03 08:10:48.927037,1,39.83,微信
O004119,U01201,P0340,2025-11-12 15:28:04.328479,3,357.84,花呗
O004120,U00999,P0039,2025-09-15 17:32:01.055146,3,167.88,微信
O004121,U00263,P0426,2025-05-29 18:48:58.970951,3,169.38,微信
O004122,U01857,P0011,2025-06-24 23:38:17.581974,1,79.75,微信
O004123,U01505,P0444,2025-06-08 08:21:57.944783,2,434.4,支付宝
O004124,U01874,P0470,2025-08-01 20:25:58.491407,3,149.91,支付宝
O004125,U01599,P0048,2025-03-16 17:07:02.365929,2,345.48,支付宝
O004126,U00143,P0106,2025-02-16 10:35:00.469481,2,286.52,微信
O004127,U00870,P0162,2025-09-21 09:58:32.935125,2,116.34,支付宝
O004128,U00907,P0188,2025-06-29 03:52:33.494290,3,446.25,花呗
O004129,U01650,P0093,2025-05-02 15:51:19.285851,2,19.72,花呗
O004130,U01940,P0397,2025-06-04 22:12:05.824133,2,118.44,微信
O004131,U00981,P0354,2025-11-26 09:57:53.024258,1,101.51,花呗
O004132,U01553,P0253,2025-07-27 21:18:20.113468,1,23.78,支付宝
O004133,U02000,P0313,2025-06-09 06:48:21.329608,3,264.78,支付宝
O004134,U01915,P0319,2025-10-11 20:45:34.233291,3,168.48,花呗
O004135,U01701,P0201,2025-08-17 09:32:12.007522,3,20.13,微信
O004136,U01872,P0186,2025-12-15 03:58:41.239006,1,73.83,支付宝
O004137,U01798,P0344,2025-11-14 17:31:00.881114,2,158.3,微信
O004138,U01123,P0352,2025-06-05 11:05:17.878902,1,191.92,支付宝
O004139,U00743,P0277,2025-06-14 21:30:30.840067,1,86.01,银行卡
O004140,U01128,P0106,2025-07-04 04:41:21.430449,1,143.26,花呗
O004141,U00699,P0163,2025-11-09 11:47:21.836874,1,38.28,支付宝
O004142,U00350,P0369,2025-06-03 16:40:52.327938,2,226.64,支付宝
O004143,U00709,P0318,2025-11-18 14:22:43.629071,1,102.95,微信
O004144,U00364,P0398,2025-09-18 05:14:42.575663,3,141.27,微信
O004145,U00391,P0084,2025-08-21 10:11:20.769963,1,56.94,支付宝
O004146,U01877,P0252,2025-10-11 11:04:31.102622,1,146.91,支付宝
O004147,U01785,P0110,2025-03-01 06:48:11.864695,1,9.74,花呗
O004148,U00681,P0270,2025-04-17 20:03:08.531507,3,40.59,微信
O004149,U01973,P0256,2025-01-12 18:37:58.728630,2,94.14,支付宝
O004150,U00660,P0468,2025-11-20 03:28:15.772175,2,41.48,支付宝
O004151,U00369,P0205,2025-10-31 05:00:57.789068,1,113.83,支付宝
O004152,U01614,P0005,2025-09-26 00:24:32.191395,2,85.86,银行卡
O004153,U01714,P0207,2025-11-05 16:51:56.276391,1,47.57,微信
O004154,U01919,P0120,2025-02-08 04:11:20.782886,1,187.43,花呗
O004155,U01895,P0490,2025-05-15 23:18:30.790700,2,14.14,支付宝
O004156,U00476,P0420,2025-10-19 23:12:55.044057,1,62.53,微信
O004157,U01733,P0322,2025-08-14 18:00:26.067286,1,26.64,支付宝
O004158,U01585,P0193,2025-11-04 21:30:30.429833,2,69.62,花呗
O004159,U00254,P0053,2025-09-04 18:12:53.047346,1,304.99,花呗
O004160,U01299,P0115,2025-07-20 08:18:34.983216,1,51.86,支付宝
O004161,U01547,P0267,2025-09-30 07:58:38.723528,1,169.26,银行卡
O004162,U00049,P0333,2025-03-06 16:37:29.945958,2,363.42,微信
O004163,U01914,P0200,2025-03-08 13:07:03.234733,1,50.53,微信
O004164,U00862,P0135,2025-06-05 01:32:33.412541,3,179.58,微信
O004165,U00141,P0357,2025-01-31 09:24:31.991352,2,106.78,微信
O004166,U00945,P0026,2025-06-11 00:24:07.604956,2,177.7,花呗
O004167,U01594,P0160,2025-12-23 10:59:28.097154,3,40.62,花呗
O004168,U01302,P0368,2025-04-21 22:04:13.946642,1,43.81,支付宝
O004169,U01526,P0236,2025-10-03 09:32:30.363363,2,289.76,支付宝
O004170,U01555,P0036,2025-02-14 02:18:55.438402,1,83.1,微信
O004171,U00022,P0161,2025-04-10 11:25:25.040109,1,46.45,微信
O004172,U01607,P0416,2025-10-20 08:32:25.695039,1,5.0,支付宝
O004173,U01262,P0482,2025-08-27 17:46:41.548999,1,264.38,微信
